erp_sale_id,erp_vehicle_id,sale_date,sale_price,original_cost,sale_channel,buyer_type,days_on_market,profit_margin,dealer_discount,sales_person,finance_option,erp_last_updated
ERP_SAL024297,ERP_VH024297,2022-12-08,366656,438606,Retail Showroom,Private,15,-0.164,0.08,Rhonda Rivera,Bank Finance,2025-02-27 09:10
ERP_SAL024298,ERP_VH024298,2022-09-30,348311,351852,Dealer Network,Fleet Buyer,58,-0.01,0.1,Kathleen Daniel,Bank Finance,2024-12-13 00:44
ERP_SAL024299,ERP_VH024299,2023-05-15,170957,175695,Retail Showroom,Private,90,-0.027,0.03,Michael Lester,Cash,2025-06-06 09:32
ERP_SAL024300,ERP_VH024300,2025-04-28,303348,257038,Online Auction,Private,70,0.18,0.01,Victor Brandt,Bank Finance,2025-02-22 10:12
ERP_SAL024301,ERP_VH024301,2022-12-03,582717,589182,Online Auction,Fleet Buyer,63,-0.011,0.07,Randall King,Cash,2025-01-28 17:30
ERP_SAL024302,ERP_VH024302,2025-05-09,575672,488578,Online Auction,Fleet Buyer,81,0.178,0.06,Alison Rowland,In-House Finance,2024-10-10 19:35
ERP_SAL024303,ERP_VH024303,2024-02-16,124262,152354,Retail Showroom,Fleet Buyer,21,-0.184,0.01,Timothy Wallace,Bank Finance,2024-11-03 15:33
ERP_SAL024304,ERP_VH024304,2023-03-29,602978,610523,Retail Showroom,Private,7,-0.012,0.05,Ian Sullivan,Bank Finance,2024-11-19 06:47
ERP_SAL024305,ERP_VH024305,2023-08-20,264349,278361,Dealer Network,Dealer,46,-0.05,0.06,John Williams,Bank Finance,2025-03-05 00:45
ERP_SAL024306,ERP_VH024306,2023-01-30,665128,725355,Dealer Network,Dealer,76,-0.083,0.08,Joseph Thompson,In-House Finance,2024-09-01 12:22
ERP_SAL024307,ERP_VH024307,2022-11-02,387958,360546,Dealer Network,Fleet Buyer,67,0.076,0.09,Scott Goodwin,Bank Finance,2025-03-12 23:30
ERP_SAL024308,ERP_VH024308,2024-05-25,658203,714700,Retail Showroom,Private,41,-0.079,0.05,Derrick Hall,In-House Finance,2024-10-31 06:15
ERP_SAL024309,ERP_VH024309,2025-04-05,214101,198163,Online Auction,Private,18,0.08,0.06,Jack Knight,Bank Finance,2025-06-23 12:03
ERP_SAL024310,ERP_VH024310,2023-10-17,671810,617847,Retail Showroom,Private,52,0.087,0.06,Lindsey Schmidt,Cash,2024-12-18 09:33
ERP_SAL024311,ERP_VH024311,2022-12-30,871573,791628,Dealer Network,Private,43,0.101,0.08,Sabrina Washington,Bank Finance,2025-01-04 05:10
ERP_SAL024312,ERP_VH024312,2023-11-16,190876,207217,Dealer Network,Fleet Buyer,69,-0.079,0.06,Jessica Smith,Bank Finance,2024-09-03 16:31
ERP_SAL024313,ERP_VH024313,2023-09-05,716833,706384,Retail Showroom,Fleet Buyer,37,0.015,0.06,Kim Romero,Bank Finance,2024-10-25 23:30
ERP_SAL024314,ERP_VH024314,2025-05-22,239747,218393,Online Auction,Fleet Buyer,28,0.098,0.05,Collin Lee,In-House Finance,2024-08-08 11:40
ERP_SAL024315,ERP_VH024315,2025-06-20,484875,506202,Dealer Network,Fleet Buyer,55,-0.042,0.04,Michael Richard,Bank Finance,2025-04-23 12:17
ERP_SAL024316,ERP_VH024316,2022-12-18,633392,590087,Retail Showroom,Dealer,18,0.073,0.07,Kenneth Gallegos,In-House Finance,2024-08-01 13:45
ERP_SAL024317,ERP_VH024317,2022-12-04,503569,431208,Online Auction,Fleet Buyer,40,0.168,0.02,Kimberly Cline,Bank Finance,2024-07-26 12:08
ERP_SAL024318,ERP_VH024318,2025-05-26,242858,272583,Dealer Network,Private,39,-0.109,0.01,Catherine Finley,Bank Finance,2025-02-13 10:10
ERP_SAL024319,ERP_VH024319,2024-08-23,879866,762980,Online Auction,Private,20,0.153,0.04,Rachel Lindsey,Bank Finance,2024-10-16 09:14
ERP_SAL024320,ERP_VH024320,2024-01-13,676281,595585,Online Auction,Fleet Buyer,49,0.135,0.01,Andrew Hess,Bank Finance,2025-01-31 15:49
ERP_SAL024321,ERP_VH024321,2023-03-10,817325,724254,Dealer Network,Dealer,80,0.129,0.01,Christopher Schroeder,Cash,2024-11-15 22:04
ERP_SAL024322,ERP_VH024322,2022-12-05,544042,614612,Dealer Network,Dealer,14,-0.115,0.08,Gregory Thompson,In-House Finance,2025-02-12 09:58
ERP_SAL024323,ERP_VH024323,2024-01-18,423701,470830,Online Auction,Fleet Buyer,69,-0.1,0.08,Malik Johnson,Bank Finance,2024-09-19 06:11
ERP_SAL024324,ERP_VH024324,2024-04-26,313818,339201,Online Auction,Private,88,-0.075,0.05,Leslie Tapia,Bank Finance,2025-01-05 00:00
ERP_SAL024325,ERP_VH024325,2023-01-03,613735,580545,Retail Showroom,Private,52,0.057,0.07,Jessica Nguyen,Bank Finance,2025-01-13 20:49
ERP_SAL024326,ERP_VH024326,2023-07-21,619194,555413,Dealer Network,Fleet Buyer,7,0.115,0.02,Ashley Mccall,Cash,2025-01-05 00:29
ERP_SAL024327,ERP_VH024327,2025-01-28,763186,701877,Dealer Network,Private,18,0.087,0.02,Terri Ortega,In-House Finance,2024-09-29 04:10
ERP_SAL024328,ERP_VH024328,2022-10-14,372404,401705,Dealer Network,Private,49,-0.073,0.04,Michael Harris,Bank Finance,2025-06-17 03:12
ERP_SAL024329,ERP_VH024329,2024-11-20,361546,342755,Dealer Network,Fleet Buyer,83,0.055,0.06,Kimberly Montgomery,Bank Finance,2025-03-01 00:53
ERP_SAL024330,ERP_VH024330,2024-08-07,531325,486818,Online Auction,Fleet Buyer,30,0.091,0.01,Cassandra West,Cash,2024-07-21 16:47
ERP_SAL024331,ERP_VH024331,2023-02-13,709322,714736,Dealer Network,Fleet Buyer,67,-0.008,0.02,Emily Kent,Bank Finance,2025-06-15 12:18
ERP_SAL024332,ERP_VH024332,2025-01-08,360342,302726,Dealer Network,Dealer,41,0.19,0.1,Nicole White,In-House Finance,2024-12-05 08:59
ERP_SAL024333,ERP_VH024333,2024-02-25,342032,310036,Dealer Network,Private,8,0.103,0.09,Jacob Lopez,Bank Finance,2025-02-18 05:31
ERP_SAL024334,ERP_VH024334,2024-09-01,512570,595083,Dealer Network,Fleet Buyer,15,-0.139,0.1,John Mendoza,Bank Finance,2025-03-15 11:32
ERP_SAL024335,ERP_VH024335,2023-03-16,639484,551663,Online Auction,Fleet Buyer,19,0.159,0.01,Megan Johnston,In-House Finance,2025-01-14 18:00
ERP_SAL024336,ERP_VH024336,2025-05-27,432611,510258,Dealer Network,Private,37,-0.152,0.05,Mark Martinez,Bank Finance,2025-03-01 05:55
ERP_SAL024337,ERP_VH024337,2024-10-22,594994,503788,Online Auction,Private,7,0.181,0.07,Jennifer Warren,Bank Finance,2025-01-30 16:15
ERP_SAL024338,ERP_VH024338,2024-02-27,424839,426791,Dealer Network,Fleet Buyer,65,-0.005,0.0,Brent Larsen,Bank Finance,2025-02-14 01:57
ERP_SAL024339,ERP_VH024339,2022-09-07,513485,515976,Dealer Network,Private,84,-0.005,0.0,Amanda Fernandez,In-House Finance,2024-10-18 18:27
ERP_SAL024340,ERP_VH024340,2025-02-26,773126,666162,Dealer Network,Fleet Buyer,40,0.161,0.03,Dean Miles,In-House Finance,2024-12-23 09:13
ERP_SAL024341,ERP_VH024341,2023-09-12,675452,655722,Online Auction,Fleet Buyer,88,0.03,0.06,Aaron Melton,Bank Finance,2024-07-23 08:19
ERP_SAL024342,ERP_VH024342,2022-12-09,505917,471557,Online Auction,Private,60,0.073,0.04,Jessica Hawkins,Bank Finance,2024-11-21 17:58
ERP_SAL024343,ERP_VH024343,2024-11-07,477982,404502,Online Auction,Private,71,0.182,0.08,Sandra Bailey,Bank Finance,2024-10-26 14:48
ERP_SAL024344,ERP_VH024344,2023-01-04,533502,461307,Dealer Network,Private,19,0.157,0.05,Jeff Phillips,Cash,2024-11-26 02:09
ERP_SAL024345,ERP_VH024345,2023-03-14,790635,729545,Retail Showroom,Fleet Buyer,74,0.084,0.09,Kevin Johnson,Bank Finance,2025-02-09 00:53
ERP_SAL024346,ERP_VH024346,2023-11-06,857983,733665,Retail Showroom,Private,52,0.169,0.02,Kristen Jones,Bank Finance,2025-04-04 13:48
ERP_SAL024347,ERP_VH024347,2024-03-23,428418,499988,Dealer Network,Private,18,-0.143,0.02,Cynthia Thomas,Bank Finance,2024-11-08 10:05
ERP_SAL024348,ERP_VH024348,2023-10-17,338418,307033,Dealer Network,Fleet Buyer,89,0.102,0.04,Nicholas Rocha,Bank Finance,2025-06-07 12:34
ERP_SAL024349,ERP_VH024349,2024-12-09,667512,644528,Dealer Network,Private,78,0.036,0.04,Kyle Hernandez,Cash,2025-06-22 03:45
ERP_SAL024350,ERP_VH024350,2024-04-01,540778,548055,Online Auction,Private,34,-0.013,0.05,Mary Powers,Bank Finance,2024-09-04 21:12
ERP_SAL024351,ERP_VH024351,2023-10-11,229818,251650,Online Auction,Fleet Buyer,19,-0.087,0.05,Samantha Stewart,Bank Finance,2024-09-17 10:29
ERP_SAL024352,ERP_VH024352,2025-01-09,237327,236586,Online Auction,Private,25,0.003,0.07,Dawn Gaines,In-House Finance,2024-09-18 08:25
ERP_SAL024353,ERP_VH024353,2024-10-01,272239,304086,Retail Showroom,Private,16,-0.105,0.08,Emma Cervantes,Cash,2024-12-02 12:27
ERP_SAL024354,ERP_VH024354,2024-05-05,492497,423804,Dealer Network,Dealer,24,0.162,0.04,Christine Stanley,Bank Finance,2025-05-09 04:44
ERP_SAL024355,ERP_VH024355,2023-01-26,663146,651699,Retail Showroom,Private,14,0.018,0.03,Jonathon Sanford,Cash,2024-12-08 04:28
ERP_SAL024356,ERP_VH024356,2022-09-27,491554,422480,Online Auction,Private,66,0.163,0.08,Howard Evans,Bank Finance,2024-07-10 09:41
ERP_SAL024357,ERP_VH024357,2025-01-19,505508,503405,Dealer Network,Fleet Buyer,11,0.004,0.04,Tara James,In-House Finance,2025-01-15 08:10
ERP_SAL024358,ERP_VH024358,2022-11-07,799692,676994,Dealer Network,Fleet Buyer,19,0.181,0.04,Alyssa Wilson,Cash,2025-07-05 22:12
ERP_SAL024359,ERP_VH024359,2025-03-19,340892,315801,Dealer Network,Private,27,0.079,0.01,Stacy Meyer,In-House Finance,2024-09-27 18:22
ERP_SAL024360,ERP_VH024360,2022-07-20,853890,780368,Online Auction,Fleet Buyer,39,0.094,0.1,John Allison,In-House Finance,2024-12-04 12:15
ERP_SAL024361,ERP_VH024361,2025-02-16,583157,683918,Online Auction,Private,47,-0.147,0.05,James Smith,Bank Finance,2024-08-23 07:47
ERP_SAL024362,ERP_VH024362,2023-07-18,560243,657737,Online Auction,Fleet Buyer,74,-0.148,0.01,Jake Franklin,In-House Finance,2024-10-01 09:06
ERP_SAL024363,ERP_VH024363,2023-04-25,373810,328299,Dealer Network,Fleet Buyer,39,0.139,0.05,Frederick Fowler,Cash,2024-08-06 00:50
ERP_SAL024364,ERP_VH024364,2024-02-03,568942,484877,Online Auction,Private,49,0.173,0.08,Jason Leonard,Bank Finance,2025-02-14 18:46
ERP_SAL024365,ERP_VH024365,2024-08-05,362979,415932,Retail Showroom,Dealer,29,-0.127,0.03,Sarah Williams,Bank Finance,2024-08-31 16:03
ERP_SAL024366,ERP_VH024366,2024-06-20,846778,762185,Online Auction,Fleet Buyer,71,0.111,0.05,Shelly Warren,Bank Finance,2024-12-08 03:07
ERP_SAL024367,ERP_VH024367,2023-09-11,516703,625106,Online Auction,Private,60,-0.173,0.1,Amy Smith,Bank Finance,2024-07-13 03:48
ERP_SAL024368,ERP_VH024368,2023-03-30,472352,494587,Dealer Network,Fleet Buyer,75,-0.045,0.08,Misty Robinson,Cash,2024-08-02 22:11
ERP_SAL024369,ERP_VH024369,2025-05-26,355938,299958,Retail Showroom,Fleet Buyer,48,0.187,0.06,Danielle Bridges,Bank Finance,2024-09-07 05:45
ERP_SAL024370,ERP_VH024370,2023-10-19,496714,417320,Dealer Network,Dealer,44,0.19,0.07,Bradley Williams,Bank Finance,2025-03-11 16:37
ERP_SAL024371,ERP_VH024371,2024-06-24,601191,589173,Online Auction,Fleet Buyer,58,0.02,0.08,Aaron Cunningham,Cash,2025-02-05 08:10
ERP_SAL024372,ERP_VH024372,2024-08-12,413278,516326,Online Auction,Private,24,-0.2,0.02,Steven Peterson MD,Cash,2024-09-24 16:48
ERP_SAL024373,ERP_VH024373,2023-04-19,571185,544320,Online Auction,Fleet Buyer,88,0.049,0.04,Gary Perry,Bank Finance,2025-02-17 09:54
ERP_SAL024374,ERP_VH024374,2023-12-27,375104,326844,Retail Showroom,Fleet Buyer,12,0.148,0.01,Mr. Michael Khan MD,In-House Finance,2024-10-25 09:20
ERP_SAL024375,ERP_VH024375,2023-12-24,773270,703928,Online Auction,Fleet Buyer,86,0.099,0.01,Timothy Heath,Cash,2025-07-01 14:23
ERP_SAL024376,ERP_VH024376,2022-09-01,805123,712438,Online Auction,Private,32,0.13,0.02,Jamie Moore,Bank Finance,2025-01-17 11:00
ERP_SAL024377,ERP_VH024377,2023-12-31,397299,397314,Online Auction,Private,17,-0.0,0.01,Cristian Williams,Cash,2025-06-29 17:36
ERP_SAL024378,ERP_VH024378,2024-05-24,256890,226247,Online Auction,Dealer,87,0.135,0.04,Nicole Thomas,Cash,2025-04-24 07:27
ERP_SAL024379,ERP_VH024379,2023-04-27,618540,581105,Dealer Network,Private,64,0.064,0.08,Megan Mills,Bank Finance,2024-08-09 21:09
ERP_SAL024380,ERP_VH024380,2023-06-09,722486,713289,Dealer Network,Private,79,0.013,0.06,Stephanie Berg,In-House Finance,2025-05-07 09:07
ERP_SAL024381,ERP_VH024381,2023-02-15,401954,464040,Retail Showroom,Private,39,-0.134,0.01,Stacy Carney,Bank Finance,2024-12-10 21:58
ERP_SAL024382,ERP_VH024382,2024-02-09,598503,619734,Online Auction,Fleet Buyer,19,-0.034,0.04,Christopher Proctor,Cash,2025-06-04 04:57
ERP_SAL024383,ERP_VH024383,2024-01-09,356606,379463,Online Auction,Private,52,-0.06,0.06,Amy Villarreal,In-House Finance,2024-09-14 01:44
ERP_SAL024384,ERP_VH024384,2024-11-11,265649,291874,Dealer Network,Fleet Buyer,67,-0.09,0.08,Joseph Colon,Bank Finance,2024-12-30 16:40
ERP_SAL024385,ERP_VH024385,2022-08-11,350442,384452,Online Auction,Dealer,37,-0.088,0.06,Jessica Mercer,Bank Finance,2025-06-24 06:19
ERP_SAL024386,ERP_VH024386,2024-08-05,179279,167449,Dealer Network,Private,77,0.071,0.1,Karina Johnson,Bank Finance,2024-12-30 18:10
ERP_SAL024387,ERP_VH024387,2024-02-14,576924,601661,Online Auction,Private,7,-0.041,0.06,Rhonda Marshall,In-House Finance,2024-09-18 09:03
ERP_SAL024388,ERP_VH024388,2023-11-06,132793,165056,Online Auction,Fleet Buyer,72,-0.195,0.1,Nicole Frost,Bank Finance,2025-03-24 08:48
ERP_SAL024389,ERP_VH024389,2022-09-17,318560,309464,Dealer Network,Fleet Buyer,24,0.029,0.08,Thomas Cantu,In-House Finance,2025-04-10 11:21
ERP_SAL024390,ERP_VH024390,2022-11-26,625335,604967,Dealer Network,Private,53,0.034,0.05,Michael Hernandez,Cash,2024-12-21 02:27
ERP_SAL024391,ERP_VH024391,2024-12-15,701182,705350,Dealer Network,Fleet Buyer,13,-0.006,0.0,Veronica Rogers,Bank Finance,2024-12-28 01:25
ERP_SAL024392,ERP_VH024392,2022-08-25,451371,540846,Retail Showroom,Fleet Buyer,40,-0.165,0.01,Clarence Miller,Bank Finance,2024-10-07 05:05
ERP_SAL024393,ERP_VH024393,2023-05-31,637710,716889,Retail Showroom,Private,26,-0.11,0.04,Michelle Reeves,Cash,2025-02-26 00:04
ERP_SAL024394,ERP_VH024394,2022-11-07,381384,327409,Dealer Network,Fleet Buyer,47,0.165,0.03,Julie Frost,Bank Finance,2025-05-05 19:24
ERP_SAL024395,ERP_VH024395,2024-11-14,328258,331279,Online Auction,Fleet Buyer,49,-0.009,0.09,Michelle Herrera,Bank Finance,2024-11-22 02:28
ERP_SAL024396,ERP_VH024396,2024-09-14,640479,757185,Dealer Network,Private,60,-0.154,0.06,Kevin Munoz,In-House Finance,2025-07-01 11:16
ERP_SAL024397,ERP_VH024397,2024-06-02,339081,363097,Online Auction,Fleet Buyer,17,-0.066,0.06,Julie Huff,Bank Finance,2025-03-21 11:51
ERP_SAL024398,ERP_VH024398,2024-09-15,276217,326934,Dealer Network,Fleet Buyer,84,-0.155,0.08,Bryan Chapman,In-House Finance,2025-02-05 21:31
ERP_SAL024399,ERP_VH024399,2024-04-01,580815,519431,Dealer Network,Dealer,53,0.118,0.02,Brooke Stone,Cash,2025-01-22 08:14
ERP_SAL024400,ERP_VH024400,2024-02-29,910279,788070,Online Auction,Private,82,0.155,0.08,Caitlin Williams,Cash,2024-12-26 23:44
ERP_SAL024401,ERP_VH024401,2023-08-08,642609,538510,Online Auction,Private,14,0.193,0.01,William Coffey,In-House Finance,2025-01-20 18:10
ERP_SAL024402,ERP_VH024402,2023-10-21,657878,562222,Retail Showroom,Fleet Buyer,86,0.17,0.05,Kelsey Proctor,Cash,2024-12-11 06:58
ERP_SAL024403,ERP_VH024403,2024-05-08,349171,358540,Online Auction,Private,7,-0.026,0.02,Christina Herrera,Cash,2024-08-05 17:53
ERP_SAL024404,ERP_VH024404,2025-02-07,623951,642590,Online Auction,Fleet Buyer,64,-0.029,0.04,Julie Kelly,Bank Finance,2024-08-22 12:48
ERP_SAL024405,ERP_VH024405,2024-12-20,780340,739239,Dealer Network,Fleet Buyer,30,0.056,0.04,Amber Roach,Bank Finance,2024-11-17 08:23
ERP_SAL024406,ERP_VH024406,2022-09-17,478280,451001,Dealer Network,Private,46,0.06,0.0,Joseph Cooper,Cash,2025-05-26 03:39
ERP_SAL024407,ERP_VH024407,2025-01-24,894811,761314,Dealer Network,Private,8,0.175,0.05,Lawrence Nichols,Cash,2024-07-18 09:50
ERP_SAL024408,ERP_VH024408,2024-08-05,286932,306463,Online Auction,Private,37,-0.064,0.06,Anne Jordan,Bank Finance,2024-09-14 00:01
ERP_SAL024409,ERP_VH024409,2022-11-30,345278,296270,Dealer Network,Private,37,0.165,0.06,Amanda Reilly,Cash,2025-03-28 17:40
ERP_SAL024410,ERP_VH024410,2024-08-11,787716,659534,Online Auction,Fleet Buyer,71,0.194,0.06,Kenneth Strickland,Cash,2025-04-26 00:42
ERP_SAL024411,ERP_VH024411,2022-09-12,355606,296352,Online Auction,Fleet Buyer,60,0.2,0.09,Jordan Patterson,Bank Finance,2024-09-17 16:46
ERP_SAL024412,ERP_VH024412,2024-05-10,485711,521144,Online Auction,Dealer,22,-0.068,0.08,Gloria Dean,Bank Finance,2025-02-18 08:15
ERP_SAL024413,ERP_VH024413,2022-11-25,390080,341713,Online Auction,Fleet Buyer,10,0.142,0.09,Wendy Ferguson,In-House Finance,2025-02-27 04:22
ERP_SAL024414,ERP_VH024414,2025-05-10,181868,175411,Dealer Network,Private,45,0.037,0.01,Adrian Chen,In-House Finance,2024-12-18 14:32
ERP_SAL024415,ERP_VH024415,2022-12-13,659873,782540,Online Auction,Fleet Buyer,86,-0.157,0.01,Linda Blanchard,Bank Finance,2024-07-14 08:45
ERP_SAL024416,ERP_VH024416,2022-12-16,587718,632485,Online Auction,Fleet Buyer,36,-0.071,0.05,Adam Joseph,Bank Finance,2024-11-20 02:08
ERP_SAL024417,ERP_VH024417,2022-10-12,428628,391664,Dealer Network,Fleet Buyer,63,0.094,0.08,Ashley Moore,Cash,2025-01-09 07:56
ERP_SAL024418,ERP_VH024418,2022-11-08,614133,740238,Online Auction,Dealer,66,-0.17,0.02,Ryan Moore,Bank Finance,2025-04-18 00:43
ERP_SAL024419,ERP_VH024419,2024-01-04,234931,225298,Online Auction,Fleet Buyer,45,0.043,0.05,Larry Miller,Bank Finance,2024-07-26 13:12
ERP_SAL024420,ERP_VH024420,2024-10-03,444101,521225,Online Auction,Private,74,-0.148,0.04,William Spencer,Cash,2025-04-08 20:10
ERP_SAL024421,ERP_VH024421,2024-11-21,521862,518154,Online Auction,Private,77,0.007,0.09,Andrea Lambert,Bank Finance,2025-02-11 01:38
ERP_SAL024422,ERP_VH024422,2023-01-16,484618,435653,Retail Showroom,Fleet Buyer,35,0.112,0.01,Carmen Sanchez,Bank Finance,2024-09-12 01:43
ERP_SAL024423,ERP_VH024423,2023-02-20,431249,388221,Dealer Network,Private,77,0.111,0.09,Jason Wright,Bank Finance,2024-07-14 01:34
ERP_SAL024424,ERP_VH024424,2024-12-26,322999,348487,Online Auction,Private,53,-0.073,0.08,Diane Rocha,Cash,2024-11-13 11:01
ERP_SAL024425,ERP_VH024425,2024-02-10,460769,441527,Online Auction,Fleet Buyer,79,0.044,0.05,Nicholas Williams,Bank Finance,2025-06-18 06:50
ERP_SAL024426,ERP_VH024426,2024-08-08,488695,473839,Online Auction,Private,61,0.031,0.09,Peter Ayala,Cash,2024-07-24 16:47
ERP_SAL024427,ERP_VH024427,2024-10-17,527178,562174,Online Auction,Private,62,-0.062,0.1,Anthony Cruz,Cash,2025-05-18 15:26
ERP_SAL024428,ERP_VH024428,2023-08-12,327183,301063,Online Auction,Dealer,54,0.087,0.01,Nicole Nolan,Bank Finance,2024-09-19 17:07
ERP_SAL024429,ERP_VH024429,2024-02-09,465475,475805,Online Auction,Private,79,-0.022,0.01,Michael Patrick,Bank Finance,2024-08-20 15:38
ERP_SAL024430,ERP_VH024430,2024-04-23,507850,443130,Online Auction,Private,70,0.146,0.08,Michael Humphrey,Bank Finance,2025-03-27 01:15
ERP_SAL024431,ERP_VH024431,2025-03-12,377142,384840,Dealer Network,Private,75,-0.02,0.02,Patrick Alvarado,Cash,2024-10-31 14:19
ERP_SAL024432,ERP_VH024432,2025-06-05,702774,686431,Dealer Network,Fleet Buyer,13,0.024,0.02,Brittany Green MD,Cash,2024-11-14 16:57
ERP_SAL024433,ERP_VH024433,2025-02-23,460073,557936,Dealer Network,Private,68,-0.175,0.1,Melissa Steele,Bank Finance,2025-05-07 15:04
ERP_SAL024434,ERP_VH024434,2022-10-12,461629,496187,Online Auction,Private,9,-0.07,0.04,Shawn Benitez,Bank Finance,2024-12-16 10:55
ERP_SAL024435,ERP_VH024435,2024-11-27,500139,441839,Online Auction,Private,69,0.132,0.06,Jodi Johnson,Cash,2025-01-25 13:24
ERP_SAL024436,ERP_VH024436,2024-01-25,304514,259917,Dealer Network,Private,9,0.172,0.06,Jasmine Trevino,Cash,2025-01-02 16:00
ERP_SAL024437,ERP_VH024437,2022-08-29,389496,330212,Online Auction,Fleet Buyer,35,0.18,0.1,Nancy Mathis,In-House Finance,2024-09-19 07:51
ERP_SAL024438,ERP_VH024438,2024-02-09,680038,677091,Online Auction,Private,66,0.004,0.09,Mary Johnson,In-House Finance,2025-03-09 07:38
ERP_SAL024439,ERP_VH024439,2023-05-23,342700,408639,Dealer Network,Fleet Buyer,64,-0.161,0.09,Anna Garza,In-House Finance,2024-09-30 06:28
ERP_SAL024440,ERP_VH024440,2024-09-06,382959,434282,Online Auction,Dealer,16,-0.118,0.05,Sara Le,Cash,2025-02-23 07:18
ERP_SAL024441,ERP_VH024441,2024-10-20,402052,381322,Dealer Network,Fleet Buyer,62,0.054,0.08,Kristen Allen,Bank Finance,2025-04-01 06:28
ERP_SAL024442,ERP_VH024442,2023-05-03,360994,337569,Retail Showroom,Private,44,0.069,0.06,Eric Castillo,Bank Finance,2025-05-18 06:31
ERP_SAL024443,ERP_VH024443,2024-11-06,667168,706263,Online Auction,Dealer,57,-0.055,0.07,Kathryn Gordon,In-House Finance,2024-08-21 10:16
ERP_SAL024444,ERP_VH024444,2022-07-11,601989,637121,Online Auction,Private,85,-0.055,0.01,Amanda Johnson,Bank Finance,2025-03-30 15:53
ERP_SAL024445,ERP_VH024445,2024-12-21,211083,252284,Online Auction,Fleet Buyer,48,-0.163,0.0,Donna Benitez,Cash,2024-10-15 16:06
ERP_SAL024446,ERP_VH024446,2025-02-18,492297,597110,Retail Showroom,Private,27,-0.176,0.1,Lori Gilbert,Bank Finance,2024-08-21 10:53
ERP_SAL024447,ERP_VH024447,2024-04-17,272176,301156,Retail Showroom,Fleet Buyer,51,-0.096,0.04,Jason Hall,Bank Finance,2025-05-12 12:09
ERP_SAL024448,ERP_VH024448,2023-08-22,224682,191521,Online Auction,Fleet Buyer,90,0.173,0.02,Christopher Stanley,Bank Finance,2025-07-04 03:41
ERP_SAL024449,ERP_VH024449,2024-06-14,452704,400446,Online Auction,Private,35,0.13,0.01,Susan Abbott,Cash,2024-10-25 11:16
ERP_SAL024450,ERP_VH024450,2025-03-27,244640,261001,Online Auction,Private,17,-0.063,0.02,Christopher Herman,Bank Finance,2025-06-26 13:29
ERP_SAL024451,ERP_VH024451,2024-10-17,219853,183239,Dealer Network,Private,46,0.2,0.02,Alexandra Turner,Bank Finance,2025-03-06 04:50
ERP_SAL024452,ERP_VH024452,2024-06-22,301282,294666,Dealer Network,Private,79,0.022,0.0,Christopher Brown,In-House Finance,2025-05-02 03:17
ERP_SAL024453,ERP_VH024453,2024-08-07,801896,670140,Online Auction,Private,19,0.197,0.02,Dr. Sean Craig,Bank Finance,2024-07-26 05:46
ERP_SAL024454,ERP_VH024454,2024-04-19,750970,649256,Retail Showroom,Private,17,0.157,0.1,Michael Wright,Bank Finance,2025-06-15 03:28
ERP_SAL024455,ERP_VH024455,2023-09-30,391437,393571,Online Auction,Fleet Buyer,13,-0.005,0.01,David Carpenter,Bank Finance,2024-09-25 20:46
ERP_SAL024456,ERP_VH024456,2024-06-22,306648,329015,Retail Showroom,Private,68,-0.068,0.07,Ms. Brandy Torres,Cash,2025-02-27 01:42
ERP_SAL024457,ERP_VH024457,2025-02-24,809329,794033,Dealer Network,Dealer,23,0.019,0.08,Patrick Peters,Cash,2025-06-08 01:15
ERP_SAL024458,ERP_VH024458,2023-03-23,452102,417170,Retail Showroom,Private,9,0.084,0.07,Bradley Perez,Bank Finance,2025-01-13 13:24
ERP_SAL024459,ERP_VH024459,2025-04-09,619393,541295,Dealer Network,Private,46,0.144,0.1,Patrick Moore,In-House Finance,2025-02-06 10:41
ERP_SAL024460,ERP_VH024460,2024-05-10,287124,270027,Dealer Network,Fleet Buyer,89,0.063,0.07,Jason Johnson,Bank Finance,2024-12-04 07:44
ERP_SAL024461,ERP_VH024461,2023-04-15,844928,706731,Retail Showroom,Fleet Buyer,78,0.196,0.03,Mark Bell,Cash,2025-01-13 21:17
ERP_SAL024462,ERP_VH024462,2025-05-10,364558,403974,Dealer Network,Fleet Buyer,50,-0.098,0.05,Sarah Mcdaniel,Bank Finance,2024-12-24 05:29
ERP_SAL024463,ERP_VH024463,2024-01-11,307190,318388,Dealer Network,Dealer,76,-0.035,0.1,Michael Jones,Bank Finance,2025-06-21 16:33
ERP_SAL024464,ERP_VH024464,2023-01-19,225055,199036,Online Auction,Fleet Buyer,19,0.131,0.06,Don Williams,Cash,2024-07-10 06:55
ERP_SAL024465,ERP_VH024465,2023-10-05,430957,371812,Dealer Network,Private,56,0.159,0.09,Robert Rodriguez,Bank Finance,2025-01-16 18:46
ERP_SAL024466,ERP_VH024466,2024-07-11,516644,487130,Online Auction,Fleet Buyer,27,0.061,0.02,Elizabeth Smith,Cash,2025-05-11 22:59
ERP_SAL024467,ERP_VH024467,2022-09-23,688458,667990,Online Auction,Dealer,20,0.031,0.09,Megan Thompson,Bank Finance,2025-06-02 12:54
ERP_SAL024468,ERP_VH024468,2022-07-17,302772,330957,Retail Showroom,Dealer,72,-0.085,0.02,Michael Martin,Bank Finance,2025-02-20 00:33
